200 19900
27 32 141
27 33 4
27 34 367
27 35 261
27 36 321
27 37 113
27 38 139
27 39 24
27 40 186
27 41 140
27 42 21
27 43 340
27 44 17
27 45 175
27 46 113
27 47 148
27 48 397
27 49 291
27 50 328
27 51 186
27 52 282
27 53 100
27 54 261
27 55 151
27 56 374
27 57 331
27 58 97
27 59 269
27 60 216
27 61 237
27 62 194
27 63 357
27 64 193
27 65 112
27 66 169
27 67 65
27 68 224
27 69 259
27 70 89
27 71 9
27 72 350
27 73 109
27 74 300
27 75 366
27 76 236
27 77 365
27 78 113
27 79 184
27 80 255
27 81 392
27 82 369
27 83 88
27 84 44
27 85 229
27 86 239
27 87 17
27 88 111
27 89 335
27 90 237
27 91 327
27 92 124
27 93 382
27 94 235
27 95 316
27 96 94
27 97 3
27 98 380
27 99 317
27 100 261
27 101 68
27 102 278
27 103 163
27 104 129
27 105 177
27 106 128
27 107 364
27 108 141
27 109 241
27 110 99
27 111 348
27 112 232
27 113 68
27 114 35
27 115 275
27 116 296
27 117 225
27 118 243
27 119 359
27 120 160
27 121 31
27 122 285
27 123 235
27 124 13
27 125 119
27 126 150
27 127 58
27 128 73
27 129 81
27 130 374
27 131 285
27 132 101
27 133 203
27 134 47
27 135 181
27 136 332
27 137 175
27 138 96
27 139 24
27 140 367
27 141 194
27 142 323
27 143 198
27 144 261
27 145 358
27 146 25
27 147 109
27 148 182
27 149 219
27 150 67
27 151 293
27 152 250
27 153 303
27 154 127
27 155 214
27 156 373
27 157 228
27 158 271
27 159 45
27 160 261
27 161 196
27 162 329
27 163 361
27 164 351
27 165 328
27 166 141
27 167 282
27 168 54
27 169 188
27 170 305
27 171 20
27 172 381
27 173 228
27 174 169
27 175 194
27 176 137
27 177 145
27 178 254
27 179 270
27 180 364
27 181 272
27 182 115
27 183 165
27 184 174
27 185 193
27 186 330
27 187 146
27 188 21
27 189 152
27 190 142
27 191 281
27 192 299
27 193 22
27 194 193
27 195 249
27 196 349
27 197 285
27 198 130
27 199 2
28 29 72
28 30 387
28 31 373
28 32 4
28 33 166
28 34 142
28 35 197
28 36 254
28 37 286
28 38 50
28 39 75
28 40 201
28 41 273
28 42 189
28 43 365
28 44 46
28 45 382
28 46 294
28 47 143
28 48 354
28 49 397
28 50 284
28 51 186
28 52 296
28 53 258
28 54 378
28 55 144
28 56 206
28 57 262
28 58 226
28 59 160
28 60 285
28 61 164
28 62 132
28 63 288
28 64 329
28 65 225
28 66 37
28 67 134
28 68 111
28 69 38
28 70 208
28 71 311
28 72 311
28 73 397
28 74 228
28 75 308
28 76 330
28 77 73
28 78 3
28 79 235
28 80 70
28 81 238
28 82 20
28 83 365
28 84 95
28 85 349
28 86 108
28 87 253
28 88 162
28 89 333
28 90 12
28 91 46
28 92 96
28 93 95
28 94 285
28 95 376
28 96 320
28 97 321
28 98 109
28 99 30
28 100 359
28 101 269
28 102 292
28 103 221
28 104 265
28 105 119
28 106 128
28 107 146
28 108 192
28 109 130
28 110 380
28 111 213
28 112 368
28 113 351
28 114 177
28 115 62
28 116 299
28 117 284
28 118 266
28 119 60
28 120 169
28 121 277
28 122 105
28 123 216
28 124 324
28 125 341
28 126 144
28 127 243
28 128 262
28 129 204
28 130 224
28 131 220
28 132 72
28 133 67
28 134 40
28 135 288
28 136 186
28 137 119
28 138 33
28 139 329
28 140 249
28 141 364
28 142 141
28 143 168
28 144 314
28 145 269
28 146 181
28 147 164
28 148 104
28 149 47
28 150 223
28 151 272
28 152 275
28 153 279
28 154 40
28 155 198
28 156 220
28 157 183
28 158 40
28 159 33
28 160 338
28 161 215
28 162 252
28 163 10
28 164 282
28 165 243
28 166 297
28 167 19
28 168 313
28 169 282
28 170 299
28 171 113
28 172 245
28 173 391
28 174 280
28 175 111
28 176 259
28 177 13
28 178 226
28 179 314
28 180 11
28 181 49
28 182 186
28 183 285
28 184 279
28 185 177
28 186 83
28 187 50
28 188 311
28 189 74
28 190 82
28 191 248
28 192 241
28 193 285
28 194 257
28 195 74
28 196 79
28 197 154
28 198 92
28 199 392
29 30 387
29 31 342
29 32 104
29 33 183
29 34 332
29 35 336
29 36 245
29 37 142
29 38 348
29 39 71
29 40 55
29 41 358
29 42 71
29 43 192
29 44 194
29 45 349
29 46 320
29 47 276
29 48 399
29 49 230
29 50 302
29 51 80
29 52 78
29 53 94
29 54 317
29 55 286
29 56 167
29 57 395
29 58 391
29 59 258
29 60 386
29 61 377
29 62 151
29 63 90
29 64 160
29 65 34
29 66 377
29 67 4
29 68 127
29 69 324
29 70 74
29 71 133
29 72 233
29 73 144
29 74 325
29 75 26
29 76 45
29 77 244
29 78 254
29 79 395
29 80 26
29 81 107
29 82 26
29 83 55
29 84 200
29 85 342
29 86 340
29 87 366
29 88 337
29 89 331
29 90 175
29 91 322
29 92 259
29 93 325
29 94 363
29 95 370
29 96 310
29 97 339
29 98 374
29 99 36
29 100 214
29 101 399
29 102 168
29 103 46
29 104 95
29 105 44
29 106 24
29 107 91
29 108 288
29 109 229
29 110 85
29 111 265
29 112 335
29 113 110
29 114 319
29 115 86
29 116 52
29 117 258
29 118 3
29 119 388
29 120 140
29 121 177
29 122 261
29 123 399
29 124 53
29 125 224
29 126 320
29 127 362
29 128 162
29 129 293
29 130 349
29 131 376
29 132 244
29 133 116
29 134 373
29 135 290
29 136 160
29 137 348
29 138 380
29 139 399
29 140 176
29 141 16
29 142 263
29 143 62
29 144 125
29 145 133
29 146 147
29 147 128
29 148 390
29 149 149
29 150 67
29 151 82
29 152 277
29 153 328
29 154 32
29 155 281
29 156 151
29 157 351
29 158 194
29 159 264
29 160 196
29 161 142
29 162 191
29 163 391
29 164 210
29 165 116
29 166 280
29 167 369
29 168 63
29 169 211
29 170 319
29 171 191
29 172 226
29 173 181
29 174 252
29 175 302
29 176 313
29 177 399
29 178 382
29 179 254
29 180 99
29 181 48
29 182 287
29 183 328
29 184 375
29 185 318
29 186 208
29 187 77
29 188 221
29 189 2
29 190 293
29 191 16
29 192 95
29 193 83
29 194 6
29 195 304
29 196 150
29 197 237
29 198 224
29 199 213
30 31 399
30 32 142
30 33 3
30 34 176
30 35 274
30 36 206
30 37 29
30 38 138
30 39 204
30 40 10
30 41 392
30 42 255
30 43 58
30 44 278
30 45 182
30 46 384
30 47 148
30 48 341
30 49 61
30 50 368
30 51 294
30 52 353
30 53 335
30 54 341
30 55 387
30 56 292
30 57 244
30 58 137
30 59 128
30 60 68
30 61 301
30 62 126
30 63 161
30 64 255
30 65 253
30 66 35
30 67 60
30 68 281
30 69 172
30 70 216
30 71 291
30 72 115
30 73 22
30 74 300
30 75 345
30 76 155
30 77 283
30 78 92
30 79 95
30 80 343
30 81 11
30 82 341
30 83 247
30 84 345
30 85 281
30 86 186
30 87 236
30 88 76
30 89 274
30 90 315
30 91 143
30 92 174
30 93 392
30 94 256
30 95 28
30 96 244
30 97 290
30 98 39
30 99 124
30 100 61
30 101 254
30 102 366
30 103 128
30 104 227
30 105 265
30 106 72
30 107 381
30 108 148
30 109 163
30 110 76
30 111 42
30 112 173
30 113 368
30 114 241
30 115 69
30 116 248
30 117 26
30 118 304
30 119 323
30 120 299
30 121 170
30 122 18
30 123 24
30 124 161
30 125 273
30 126 3
30 127 356
30 128 114
30 129 41
30 130 79
30 131 126
30 132 247
30 133 397
30 134 253
30 135 73
30 136 261
30 137 324
30 138 54
30 139 8
30 140 38
30 141 81
30 142 2
30 143 162
30 144 48
30 145 242
30 146 230
30 147 247
30 148 267
30 149 85
30 150 121
30 151 117
30 152 254
30 153 90
30 154 140
30 155 366
30 156 314
30 157 142
30 158 321
30 159 27
30 160 182
30 161 352
30 162 105
30 163 380
30 164 348
30 165 357
30 166 53
30 167 208
30 168 233
30 169 58
30 170 168
30 171 270
30 172 90
30 173 169
30 174 32
30 175 137
30 176 10
30 177 261
30 178 335
30 179 228
30 180 298
30 181 55
30 182 344
30 183 151
30 184 145
30 185 83
30 186 69
30 187 58
30 188 224
30 189 389
30 190 37
30 191 357
30 192 292
30 193 141
30 194 337
30 195 239
30 196 97
30 197 341
30 198 399
30 199 329
31 32 398
31 33 166
31 34 151
31 35 39
31 36 334
31 37 182
31 38 127
31 39 295
31 40 394
31 41 61
31 42 122
31 43 291
31 44 67
31 45 65
31 46 394
31 47 211
31 48 99
31 49 62
31 50 221
31 51 322
31 52 2
31 53 209
31 54 230
31 55 294
31 56 349
31 57 166
31 58 132
31 59 397
31 60 58
31 61 130
31 62 278
31 63 7
31 64 247
31 65 28
31 66 45
31 67 132
31 68 161
31 69 171
31 70 26
31 71 154
31 72 231
31 73 99
31 74 45
31 75 250
31 76 115
31 77 390
31 78 12
31 79 213
31 80 51
31 81 232
31 82 86
31 83 4
31 84 40
31 85 316
31 86 297
31 87 340
31 88 33
31 89 381
31 90 337
31 91 43
31 92 62
31 93 214
31 94 49
31 95 309
31 96 193
31 97 94
31 98 392
31 99 353
31 100 216
31 101 18
31 102 106
31 103 399
31 104 68
31 105 102
31 106 248
31 107 135
31 108 91
31 109 259
31 110 347
31 111 93
31 112 43
31 113 385
31 114 97
31 115 34
31 116 252
31 117 345
31 118 374
31 119 236
31 120 325
31 121 310
31 122 278
31 123 387
31 124 75
31 125 327
31 126 247
31 127 267
31 128 372
31 129 190
31 130 219
31 131 187
31 132 159
31 133 324
31 134 137
31 135 227
31 136 378
31 137 384
31 138 361
31 139 68
31 140 195
31 141 259
31 142 113
31 143 237
31 144 243
31 145 209
31 146 270
31 147 46
31 148 153
31 149 243
31 150 282
31 151 30
31 152 104
31 153 159
31 154 368
31 155 178
31 156 37
31 157 166
31 158 396
31 159 8
31 160 355
31 161 214
31 162 147
31 163 114
31 164 90
31 165 283
31 166 340
31 167 67
31 168 219
31 169 252
31 170 86
31 171 13
31 172 110
31 173 150
31 174 201
31 175 305
31 176 358
31 177 70
31 178 350
31 179 63
31 180 265
31 181 231
31 182 92
31 183 320
31 184 342
31 185 11
31 186 50
31 187 378
31 188 176
31 189 45
31 190 338
31 191 130
31 192 211
31 193 36
31 194 243
31 195 300
31 196 270
31 197 134
31 198 318
31 199 88
32 33 385
32 34 355
32 35 52
32 36 47
32 37 105
32 38 252
32 39 351
32 40 14
32 41 274
32 42 252
32 43 76
32 44 138
32 45 35
32 46 119
32 47 57
32 48 376
32 49 129
32 50 106
32 51 305
32 52 304
32 53 103
32 54 242
32 55 386
32 56 313
32 57 277
32 58 228
32 59 212
32 60 99
32 61 314
32 62 81
32 63 186
32 64 298
32 65 387
32 66 190
32 67 296
32 68 91
32 69 41
32 70 246
32 71 57
32 72 314
32 73 98
32 74 84
32 75 3
32 76 132
32 77 203
32 78 60
32 79 59
32 80 283
32 81 117
32 82 363
32 83 139
32 84 219
32 85 205
32 86 124
32 87 131
32 88 33
32 89 303
32 90 294
32 91 83
32 92 216
32 93 326
32 94 269
32 95 66
32 96 265
32 97 58
32 98 361
32 99 307
32 100 50
32 101 207
32 102 363
32 103 316
32 104 256
32 105 47
32 106 318
32 107 339
32 108 201
32 109 377
32 110 397
32 111 83
32 112 46
32 113 311
32 114 221
32 115 216
32 116 67
32 117 344
32 118 299
32 119 52
32 120 247
32 121 144
32 122 134
32 123 62
32 124 22
32 125 2
32 126 79
32 127 286
32 128 11
32 129 40
32 130 192
32 131 13
32 132 198
32 133 155
32 134 328
32 135 53
32 136 201
32 137 245
32 138 343
32 139 1
32 140 174
32 141 291
32 142 35
32 143 171
32 144 201
32 145 256
32 146 386
32 147 268
32 148 151
32 149 284
32 150 319
32 151 397
32 152 380
32 153 52
32 154 11
32 155 1
32 156 6
32 157 89
32 158 286
32 159 368
32 160 80
32 161 77
32 162 380
32 163 277
32 164 183
32 165 259
32 166 329
32 167 335
32 168 104
32 169 223
32 170 287
32 171 229
32 172 113
32 173 322
32 174 399
32 175 314
32 176 177
32 177 336
32 178 181
32 179 279
32 180 172
32 181 99
32 182 276
32 183 151
32 184 102
32 185 238
32 186 151
32 187 107
32 188 278
32 189 388
32 190 27
32 191 358
32 192 16
32 193 6
32 194 234
32 195 199
32 196 217
32 197 115
32 198 133
32 199 320
33 34 337
33 35 20
33 36 100
33 37 50
33 38 293
33 39 50
33 40 363
33 41 21
33 42 385
33 43 95
33 44 299
33 45 156
33 46 145
33 47 126
33 48 258
33 49 246
33 50 363
33 51 8
33 52 305
33 53 193
33 54 347
33 55 331
33 56 150
33 57 363
33 58 288
33 59 335
33 60 161
33 61 104
33 62 49
33 63 245
33 64 375
33 65 338
33 66 216
33 67 74
33 68 339
33 69 108
33 70 123
33 71 253
33 72 128
33 73 60
33 74 347
33 75 27
33 76 215
33 77 43
33 78 152
33 79 25
33 80 288
33 81 67
33 82 384
33 83 144
33 84 259
33 85 331
33 86 74
33 87 360
33 88 293
33 89 314
33 90 294
33 91 5
33 92 17
33 93 295
33 94 249
33 95 392
33 96 232
33 97 17
33 98 17
33 99 170
33 100 124
33 101 92
33 102 374
33 103 204
33 104 151
33 105 320
33 106 182
33 107 317
33 108 314
33 109 285
33 110 341
33 111 201
33 112 351
33 113 325
33 114 297
33 115 161
33 116 255
33 117 322
33 118 120
33 119 99
33 120 235
33 121 366
33 122 103
33 123 252
33 124 260
33 125 303
33 126 195
33 127 43
33 128 319
33 129 211
33 130 164
33 131 395
33 132 254
33 133 137
33 134 198
33 135 4
33 136 8
33 137 379
33 138 321
33 139 321
33 140 263
33 141 213
33 142 73
33 143 166
33 144 137
33 145 369
33 146 326
33 147 343
33 148 243
33 149 398
33 150 41
33 151 77
33 152 363
33 153 95
33 154 280
33 155 174
33 156 398
33 157 26
33 158 168
33 159 268
33 160 189
33 161 331
33 162 262
33 163 42
33 164 19
33 165 11
33 166 46
33 167 26
33 168 341
33 169 318
33 170 298
33 171 204
33 172 130
33 173 370
33 174 321
33 175 267
33 176 291
33 177 198
33 178 209
33 179 133
33 180 147
33 181 202
33 182 161
33 183 61
33 184 296
33 185 41
33 186 234
33 187 245
33 188 18
33 189 1
33 190 113
33 191 206
33 192 283
33 193 326
33 194 248
33 195 301
33 196 337
33 197 245
33 198 278
33 199 277
34 35 162
34 36 175
34 37 32
34 38 291
34 39 145
34 40 304
34 41 109
34 42 387
34 43 102
34 44 270
34 45 119
34 46 200
34 47 71
34 48 279
34 49 261
34 50 366
34 51 271
34 52 46
34 53 211
34 54 289
34 55 47
34 56 323
34 57 46
34 58 281
34 59 200
34 60 293
34 61 182
34 62 88
34 63 89
34 64 11
34 65 317
34 66 250
34 67 186
34 68 348
34 69 93
34 70 282
34 71 204
34 72 153
34 73 268
34 74 257
34 75 22
34 76 338
34 77 56
34 78 92
34 79 216
34 80 316
34 81 58
34 82 39
34 83 362
34 84 268
34 85 279
34 86 360
34 87 142
34 88 324
34 89 240
34 90 293
34 91 169
34 92 373
34 93 381
34 94 257
34 95 336
34 96 297
34 97 59
34 98 121
34 99 196
34 100 103
34 101 2
34 102 399
34 103 255
34 104 221
34 105 255
34 106 277
34 107 158
34 108 263
34 109 368
34 110 373
34 111 178
34 112 377
34 113 363
34 114 91
34 115 196
34 116 241
34 117 2
34 118 289
34 119 117
34 120 194
34 121 182
34 122 285
34 123 166
34 124 162
34 125 93
34 126 101
34 127 58
34 128 103
34 129 173
34 130 205
34 131 205
34 132 126
34 133 204
34 134 60
34 135 346
34 136 10
34 137 288
34 138 103
34 139 272
34 140 255
34 141 28
34 142 2
34 143 184
34 144 342
34 145 44
34 146 379
34 147 183
34 148 46
34 149 268
34 150 251
34 151 239
34 152 49
34 153 135
34 154 356
34 155 162
34 156 179
34 157 9
34 158 171
34 159 282
34 160 181
34 161 375
34 162 38
34 163 307
34 164 130
34 165 97
34 166 204
34 167 140
34 168 336
34 169 259
34 170 363
34 171 191
34 172 286
34 173 316
34 174 326
34 175 227
34 176 360
34 177 304
34 178 361
34 179 5
34 180 123
34 181 211
34 182 243
34 183 171
34 184 297
34 185 198
34 186 284
34 187 28
34 188 206
34 189 54
34 190 309
34 191 339
34 192 29
34 193 346
34 194 197
34 195 110
34 196 395
34 197 400
34 198 249
34 199 330
35 36 258
35 37 164
35 38 72
35 39 95
35 40 79
35 41 397
35 42 274
35 43 390
35 44 253
35 45 234
35 46 394
35 47 375
35 48 397
35 49 188
35 50 98
35 51 245
35 52 338
35 53 381
35 54 272
35 55 95
35 56 35
35 57 180
35 58 33
35 59 15
35 60 78
35 61 229
35 62 124
35 63 24
35 64 181
35 65 325
35 66 305
35 67 390
35 68 88
35 69 377
35 70 85
35 71 118
35 72 325
35 73 358
35 74 108
35 75 177
35 76 143
35 77 53
35 78 104
35 79 91
35 80 241
35 81 201
35 82 336
35 83 178
35 84 181
35 85 207
35 86 272
35 87 167
35 88 339
35 89 257
35 90 181
35 91 368
35 92 37
35 93 257
35 94 391
35 95 169
35 96 181
35 97 295
35 98 159
35 99 220
35 100 223
35 101 195
35 102 289
35 103 148
35 104 104
35 105 396
35 106 276
35 107 198
35 108 1
35 109 379
35 110 289
35 111 193
35 112 131
35 113 224
35 114 370
35 115 264
35 116 382
35 117 193
35 118 30
35 119 320
35 120 1
35 121 211
35 122 287
35 123 390
35 124 67
35 125 229
35 126 158
35 127 199
35 128 124
35 129 316
35 130 18
35 131 298
35 132 62
35 133 306
35 134 397
35 135 165
35 136 254
35 137 273
35 138 363
35 139 206
35 140 203
35 141 251
35 142 398
35 143 286
35 144 26
35 145 319
35 146 149
35 147 7
35 148 63
35 149 178
35 150 279
35 151 64
35 152 340
35 153 117
35 154 53
35 155 358
35 156 346
35 157 162
35 158 156
35 159 21
35 160 78
35 161 125
35 162 318
35 163 91
35 164 383
35 165 315
35 166 256
35 167 188
35 168 139
35 169 218
35 170 393
35 171 293
35 172 20
35 173 342
35 174 178
35 175 397
35 176 260
35 177 326
35 178 3
35 179 274
35 180 56
35 181 233
35 182 337
35 183 395
35 184 350
35 185 341
35 186 305
35 187 295
35 188 103
35 189 60
35 190 315
35 191 132
35 192 137
35 193 184
35 194 222
35 195 71
35 196 98
35 197 29
35 198 258
35 199 188
36 37 198
36 38 202
36 39 81
36 40 169
36 41 95
36 42 258
36 43 165
36 44 354
36 45 136
36 46 120
36 47 227
36 48 191
36 49 352
36 50 116
36 51 137
36 52 253
36 53 8
36 54 41
36 55 147
36 56 62
36 57 53
36 58 13
36 59 145
36 60 189
36 61 197
36 62 319
36 63 211
36 64 246
36 65 347
36 66 20
36 67 34
36 68 97
36 69 221
36 70 66
36 71 265
36 72 267
36 73 323
36 74 30
36 75 220
36 76 10
36 77 149
36 78 398
36 79 152
36 80 52
36 81 65
36 82 289
36 83 305
36 84 73
36 85 329
36 86 3
36 87 86
36 88 333
36 89 16
36 90 231
36 91 73
36 92 164
36 93 149
36 94 283
36 95 361
36 96 47
36 97 302
36 98 346
36 99 143
36 100 74
36 101 11
36 102 8
36 103 340
36 104 286
36 105 37
36 106 111
36 107 295
36 108 137
36 109 61
36 110 47
36 111 140
36 112 125
36 113 287
36 114 44
36 115 149
36 116 167
36 117 399
36 118 235
36 119 100
36 120 14
36 121 17
36 122 172
36 123 129
36 124 165
36 125 7
36 126 89
36 127 211
36 128 308
36 129 35
36 130 306
36 131 334
36 132 45
36 133 313
36 134 273
36 135 282
36 136 301
36 137 336
36 138 177
36 139 389
36 140 396
36 141 175
36 142 128
36 143 72
36 144 61
36 145 124
36 146 221
36 147 227
36 148 74
36 149 7
36 150 326
36 151 87
36 152 23
36 153 50
36 154 167
36 155 139
36 156 56
36 157 207
36 158 301
36 159 315
36 160 193
36 161 206
36 162 248
36 163 190
36 164 70
36 165 73
36 166 71
36 167 322
36 168 8
36 169 247
36 170 310
36 171 355
36 172 21
36 173 390
36 174 26
36 175 33
36 176 65
36 177 198
36 178 260
36 179 138
36 180 156
36 181 185
36 182 176
36 183 130
36 184 234
36 185 294
36 186 268
36 187 241
36 188 100
36 189 121
36 190 156
36 191 293
36 192 326
36 193 3
36 194 34
36 195 348
36 196 27
36 197 104
36 198 269
36 199 34
37 38 303
37 39 131
37 40 340
37 41 275
37 42 120
37 43 318
37 44 308
37 45 136
37 46 115
37 47 167
37 48 273
37 49 223
37 50 303
37 51 400
37 52 352
37 53 89
37 54 293
37 55 172
37 56 329
37 57 392
37 58 292
37 59 36
37 60 236
37 61 169
37 62 39
37 63 269
37 64 116
37 65 65
37 66 373
37 67 337
37 68 51
37 69 227
37 70 67
37 71 342
37 72 101
37 73 138
37 74 259
37 75 8
37 76 273
37 77 326
37 78 126
37 79 145
37 80 148
37 81 29
37 82 144
37 83 51
37 84 117
37 85 36
37 86 222
37 87 397
37 88 379
37 89 113
37 90 33
37 91 215
37 92 282
37 93 23
37 94 35
37 95 349
37 96 39
37 97 359
37 98 285
37 99 41
37 100 185
37 101 303
37 102 383
37 103 286
37 104 40
37 105 193
37 106 245
37 107 312
37 108 118
37 109 371
37 110 8
37 111 217
37 112 399
37 113 103
37 114 268
37 115 67
37 116 90
37 117 41
37 118 15
37 119 69
37 120 154
37 121 47
37 122 235
37 123 387
37 124 21
37 125 269
37 126 287
37 127 60
37 128 228
37 129 124
37 130 52
37 131 364
37 132 26
37 133 34
37 134 249
37 135 66
37 136 227
37 137 94
37 138 377
37 139 296
37 140 64
37 141 385
37 142 65
37 143 14
37 144 39
37 145 332
37 146 80
37 147 129
37 148 372
37 149 46
37 150 197
37 151 77
37 152 45
37 153 31
37 154 15
37 155 65
37 156 251
37 157 254
37 158 76
37 159 30
37 160 377
37 161 128
37 162 394
37 163 354
37 164 113
37 165 194
37 166 19
37 167 291
37 168 287
37 169 348
37 170 187
37 171 302
37 172 284
37 173 251
37 174 315
37 175 322
37 176 134
37 177 346
37 178 50
37 179 57
37 180 344
37 181 246
37 182 86
37 183 388
37 184 228
37 185 52
37 186 52
37 187 31
37 188 305
37 189 80
37 190 12
37 191 233
37 192 159
37 193 5
37 194 187
37 195 271
37 196 151
37 197 205
37 198 162
37 199 37
38 39 104
38 40 300
38 41 291
38 42 387
38 43 102
38 44 157
38 45 309
38 46 187
38 47 55
38 48 310
38 49 195
38 50 398
38 51 108
38 52 280
38 53 385
38 54 287
38 55 284
38 56 388
38 57 317
38 58 140
38 59 19
38 60 329
38 61 373
38 62 177
38 63 285
38 64 159
38 65 48
38 66 35
38 67 315
38 68 161
38 69 24
38 70 371
38 71 12
38 72 266
38 73 357
38 74 65
38 75 22
38 76 217
38 77 203
38 78 28
38 79 127
38 80 397
38 81 377
38 82 186
38 83 229
38 84 313
38 85 72
38 86 112
38 87 301
38 88 341
38 89 203
38 90 271
38 91 221
38 92 175
38 93 48
38 94 105
38 95 285
38 96 47
38 97 92
38 98 152
38 99 207
38 100 67
38 101 122
38 102 170
38 103 332
38 104 30
38 105 234
38 106 305
38 107 247
38 108 36
38 109 333
38 110 325
38 111 384
38 112 309
38 113 110
38 114 212
38 115 222
38 116 133
38 117 275
38 118 74
38 119 73
38 120 78
38 121 344
38 122 293
38 123 204
38 124 343
38 125 398
38 126 89
38 127 389
38 128 41
38 129 192
38 130 195
38 131 107
38 132 313
38 133 316
38 134 390
38 135 342
38 136 149
38 137 294
38 138 140
38 139 136
38 140 178
38 141 16
38 142 120
38 143 87
38 144 77
38 145 283
38 146 260
38 147 210
38 148 158
38 149 285
38 150 282
38 151 187
38 152 228
38 153 127
38 154 390
38 155 123
38 156 76
38 157 78
38 158 111
38 159 116
38 160 269
38 161 258
38 162 174
38 163 133
38 164 173
38 165 163
38 166 27
38 167 274
38 168 8
38 169 118
38 170 9
38 171 186
38 172 134
38 173 80
38 174 224
38 175 162
38 176 315
38 177 83
38 178 371
38 179 72
38 180 367
38 181 205
38 182 210
38 183 146
38 184 331
38 185 199
38 186 268
38 187 6
38 188 229
38 189 379
38 190 73
38 191 49
38 192 188
38 193 246
38 194 182
38 195 360
38 196 360
38 197 160
38 198 185
38 199 367
39 40 277
39 41 146
39 42 152
39 43 10
39 44 225
39 45 375
39 46 172
39 47 139
39 48 57
39 49 94
39 50 162
39 51 375
39 52 250
39 53 371
39 54 73
39 55 180
39 56 122
39 57 292
39 58 137
39 59 350
39 60 222
39 61 209
39 62 398
39 63 9
39 64 6
39 65 131
39 66 369
39 67 365
39 68 290
39 69 153
39 70 332
39 71 167
39 72 298
39 73 83
39 74 128
39 75 75
39 76 10
39 77 251
39 78 165
39 79 18
39 80 297
39 81 279
39 82 393
39 83 146
39 84 201
39 85 17
39 86 326
39 87 322
39 88 308
39 89 14
39 90 223
39 91 130
39 92 175
39 93 221
39 94 138
39 95 180
39 96 303
39 97 58
39 98 97
39 99 193
39 100 163
39 101 28
39 102 359
39 103 60
39 104 62
39 105 38
39 106 86
39 107 71
39 108 289
39 109 203
39 110 41
39 111 185
39 112 81
39 113 33
39 114 330
39 115 281
39 116 1
39 117 207
39 118 155
39 119 308
39 120 173
39 121 377
39 122 37
39 123 347
39 124 149
39 125 175
39 126 78
39 127 52
39 128 232
39 129 174
39 130 196
39 131 394
39 132 201
39 133 106
39 134 6
39 135 215
39 136 143
39 137 43
39 138 237
39 139 383
39 140 245
39 141 277
39 142 119
39 143 325
39 144 261
39 145 1
39 146 158
39 147 261
39 148 207
39 149 312
39 150 169
39 151 331
39 152 240
39 153 157
39 154 277
39 155 389
39 156 331
39 157 355
39 158 392
39 159 115
39 160 128
39 161 139
39 162 60
39 163 281
39 164 244
39 165 17
39 166 47
39 167 386
39 168 60
39 169 283
39 170 321
39 171 304
39 172 112
39 173 39
39 174 181
39 175 372
39 176 39
39 177 290
39 178 185
39 179 198
39 180 201
39 181 305
39 182 128
39 183 392
39 184 61
39 185 5
39 186 332
39 187 392
39 188 311
39 189 275
39 190 58
39 191 390
39 192 13
39 193 117
39 194 270
39 195 256
39 196 86
39 197 316
39 198 194
39 199 145
40 41 151
40 42 114
40 43 400
40 44 262
40 45 104
40 46 132
40 47 233
40 48 143
40 49 21
40 50 369
40 51 292
40 52 173
40 53 273
40 54 19
40 55 117
40 56 334
40 57 375
40 58 48
40 59 277
40 60 237
40 61 323
40 62 334
40 63 227
40 64 335
40 65 2
40 66 96
40 67 143
40 68 87
40 69 364
40 70 288
40 71 183
40 72 114
40 73 1
40 74 135
40 75 375
40 76 56
40 77 218
40 78 159
40 79 150
40 80 239
40 81 128
40 82 41
40 83 363
40 84 352
40 85 60
40 86 79
40 87 285
40 88 386
40 89 79
40 90 161
40 91 223
40 92 1
40 93 46
40 94 49
40 95 287
40 96 48
40 97 96
40 98 381
40 99 86
40 100 59
40 101 268
40 102 221
40 103 124
40 104 220
40 105 307
40 106 98
40 107 276
40 108 124
40 109 209
40 110 25
40 111 314
40 112 288
40 113 66
40 114 277
40 115 239
40 116 77
40 117 307
40 118 124
40 119 14
40 120 385
40 121 236
40 122 236
40 123 337
40 124 282
40 125 236
40 126 176
40 127 281
40 128 332
40 129 156
40 130 318
40 131 342
40 132 24
40 133 138
40 134 66
40 135 195
40 136 396
40 137 163
40 138 70
40 139 120
40 140 323
40 141 47
40 142 33
40 143 210
40 144 64
40 145 261
40 146 49
40 147 140
40 148 168
40 149 124
40 150 153
40 151 104
40 152 359
40 153 341
40 154 41
40 155 240
40 156 176
40 157 168
40 158 120
40 159 107
40 160 323
40 161 38
40 162 49
40 163 298
40 164 127
40 165 66
40 166 45
40 167 123
40 168 228
40 169 114
40 170 194
40 171 103
40 172 112
40 173 226
40 174 312
40 175 175
40 176 39
40 177 312
40 178 314
40 179 158
40 180 35
40 181 19
40 182 213
40 183 394
40 184 311
40 185 205
40 186 185
40 187 86
40 188 372
40 189 257
40 190 145
40 191 247
40 192 294
40 193 145
40 194 144
40 195 372
40 196 210
40 197 140
40 198 46
40 199 389
41 42 254
41 43 239
41 44 91
41 45 365
41 46 17
41 47 355
41 48 92
41 49 55
41 50 266
41 51 5
41 52 164
41 53 301
41 54 375
41 55 376
41 56 246
41 57 285
41 58 181
41 59 30
41 60 323
